date,index_value,constituent_count
2024-07-31,1596.334973,30
2024-08-01,1556.010922,30
2024-08-02,1583.523629,30
2024-08-03,1493.172017,30
2024-08-04,1485.278674,30
2024-08-05,1428.052266,30
2024-08-06,1333.701491,30
2024-08-07,1383.740466,30
2024-08-08,1363.140457,30
2024-08-09,1532.316595,30
2024-08-10,1513.972489,30
2024-08-11,1511.622761,30
2024-08-12,1461.269728,30
2024-08-13,1456.616823,30
2024-08-14,1497.650982,30
2024-08-15,1442.346933,30
2024-08-16,1417.800723,30
2024-08-17,1458.271798,30
2024-08-18,1469.837870,30
2024-08-19,1439.378601,30
2024-08-20,1465.446952,30
2024-08-21,1451.777125,30
2024-08-22,1511.758346,30
2024-08-23,1484.347437,30
2024-08-24,1579.821977,30
2024-08-25,1581.852899,30
2024-08-26,1591.995952,30
2024-08-27,1562.685689,30
2024-08-28,1482.339070,30
2024-08-29,1460.657570,30
2024-08-30,1473.486223,30
2024-08-31,1467.506907,30
2024-09-01,1464.795671,30
2024-09-02,1429.492812,30
2024-09-03,1470.702228,30
2024-09-04,1434.042184,30
2024-09-05,1448.730168,30
2024-09-06,1398.857002,30
2024-09-07,1346.292193,30
2024-09-08,1345.188832,30
2024-09-09,1360.547812,30
2024-09-10,1419.253570,30
2024-09-11,1433.566332,30
2024-09-12,1430.401675,30
2024-09-13,1446.376404,30
2024-09-14,1515.980251,30
2024-09-15,1499.050409,30
2024-09-16,1488.241734,30
2024-09-17,1461.404013,30
2024-09-18,1523.834404,30
2024-09-19,1554.167528,30
2024-09-20,1587.330358,30
2024-09-21,1580.838117,30
2024-09-22,1577.481784,30
2024-09-23,1590.696533,30
2024-09-24,1572.762911,30
2024-09-25,1598.129834,30
2024-09-26,1571.395009,30
2024-09-27,1621.286730,30
2024-09-28,1630.630163,30
2024-09-29,1637.779738,30
2024-09-30,1630.521112,30
2024-10-01,1569.723464,30
2024-10-02,1516.746591,30
2024-10-03,1525.084451,30
2024-10-04,1531.320936,30
2024-10-05,1560.998603,30
2024-10-06,1561.698966,30
2024-10-07,1578.174213,30
2024-10-08,1564.996862,30
2024-10-09,1559.083267,30
2024-10-10,1518.850387,30
2024-10-11,1505.529375,30
2024-10-12,1564.619957,30
2024-10-13,1583.557691,30
2024-10-14,1573.660268,30
2024-10-15,1654.580469,30
2024-10-16,1690.302018,30
2024-10-17,1710.683526,30
2024-10-18,1705.235730,30
2024-10-19,1732.575439,30
2024-10-20,1727.444048,30
2024-10-21,1731.912798,30
2024-10-22,1691.050375,30
2024-10-23,1695.342858,30
2024-10-24,1683.735665,30
2024-10-25,1727.982542,30
2024-10-26,1703.704458,30
2024-10-27,1704.999624,30
2024-10-28,1727.945396,30
2024-10-29,1781.086104,30
2024-10-30,1865.049392,30
2024-10-31,1853.681000,30
2024-11-01,1809.064167,30
2024-11-02,1785.420060,30
2024-11-03,1783.405846,30
2024-11-04,1776.964391,30
2024-11-05,1753.411014,30
2024-11-06,1791.491654,30
2024-11-07,1947.341727,30
2024-11-08,1935.738120,30
2024-11-09,1942.698746,30
2024-11-10,1918.559029,30
2024-11-11,2014.763636,30
2024-11-12,2238.859677,30
2024-11-13,2237.233447,30
2024-11-14,2320.629472,30
2024-11-15,2238.231536,30
2024-11-16,2328.979168,30
2024-11-17,2296.108757,30
2024-11-18,2274.974753,30
2024-11-19,2273.377651,30
2024-11-20,2341.137650,30
2024-11-21,2414.541901,30
2024-11-22,2506.090801,30
2024-11-23,2494.332704,30
2024-11-24,2429.021033,30
2024-11-25,2442.772613,30
2024-11-26,2298.934745,30
2024-11-27,2278.510010,30
2024-11-28,2356.616908,30
2024-11-29,2350.675103,30
2024-11-30,2382.166338,30
2024-12-01,2337.473251,30
2024-12-02,2338.742902,30
2024-12-03,2273.216114,30
2024-12-04,2261.052850,30
2024-12-05,2347.244887,30
2024-12-06,2300.756282,30
2024-12-07,2354.212549,30
2024-12-08,2338.490626,30
2024-12-09,2381.199757,30
2024-12-10,2351.810321,30
2024-12-11,2336.511793,30
2024-12-12,2436.512640,30
2024-12-13,2393.171323,30
2024-12-14,2427.726056,30
2024-12-15,2443.859389,30
2024-12-16,2532.815635,30
2024-12-17,2578.294177,30
2024-12-18,2589.981787,30
2024-12-19,2469.177604,30
