date,investment,index_value,shares_bought,total_invested,total_shares
2023-11-01,1000.000000,2007.877337,0.498038,71000.000000,109.557650
2023-12-01,1000.000000,2220.002796,0.450450,72000.000000,110.008099
2024-01-01,1000.000000,2548.588003,0.392374,73000.000000,110.400474
2024-02-01,1000.000000,2530.315877,0.395208,74000.000000,110.795681
2024-03-01,1000.000000,3619.569065,0.276276,75000.000000,111.071957
2024-04-01,1000.000000,4269.765934,0.234205,76000.000000,111.306162
2024-05-01,1000.000000,3580.777666,0.279269,77000.000000,111.585431
2024-06-01,1000.000000,4063.907885,0.246069,78000.000000,111.831499
2024-07-01,1000.000000,3752.251292,0.266507,79000.000000,112.098006
2024-08-01,1000.000000,3805.192954,0.262799,80000.000000,112.360805
2024-09-01,1000.000000,3352.577047,0.298278,81000.000000,112.659083
2024-10-01,1000.000000,3582.976054,0.279098,82000.000000,112.938181
2024-11-01,1000.000000,3855.755817,0.259353,83000.000000,113.197533
2024-12-01,1000.000000,5571.976649,0.179470,84000.000000,113.377003
2025-01-01,1000.000000,5304.205725,0.188530,85000.000000,113.565532
2025-02-01,1000.000000,5800.557735,0.172397,86000.000000,113.737929
2025-03-01,1000.000000,4567.484828,0.218939,87000.000000,113.956868
2025-04-01,1000.000000,4367.621308,0.228958,88000.000000,114.185826
2025-05-01,1000.000000,4871.766715,0.205264,89000.000000,114.391090
2025-06-01,1000.000000,5497.771677,0.181892,90000.000000,114.572982
2025-07-01,1000.000000,5584.749855,0.179059,91000.000000,114.752041
