date,investment,index_value,shares_bought,total_invested,total_shares
2022-06-01,1000.000000,1952.735917,0.512102,54000.000000,99.382140
2022-07-01,1000.000000,1196.926677,0.835473,55000.000000,100.217614
2022-08-01,1000.000000,1563.780325,0.639476,56000.000000,100.857090
2022-09-01,1000.000000,1380.749867,0.724244,57000.000000,101.581334
2022-10-01,1000.000000,1330.607144,0.751537,58000.000000,102.332870
2022-11-01,1000.000000,1457.847971,0.685943,59000.000000,103.018813
2022-12-01,1000.000000,1225.640316,0.815900,60000.000000,103.834713
2023-01-01,1000.000000,1118.426250,0.894113,61000.000000,104.728826
2023-02-01,1000.000000,1526.928478,0.654910,62000.000000,105.383736
2023-03-01,1000.000000,1539.048621,0.649752,63000.000000,106.033488
2023-04-01,1000.000000,1775.910161,0.563092,64000.000000,106.596580
2023-05-01,1000.000000,1813.573571,0.551398,65000.000000,107.147977
2023-06-01,1000.000000,1713.032664,0.583760,66000.000000,107.731737
2023-07-01,1000.000000,1807.077848,0.553380,67000.000000,108.285117
2023-08-01,1000.000000,1785.721387,0.559998,68000.000000,108.845114
2023-09-01,1000.000000,1568.653469,0.637489,69000.000000,109.482604
2023-10-01,1000.000000,1619.316502,0.617545,70000.000000,110.100148
2023-11-01,1000.000000,1967.639696,0.508223,71000.000000,110.608372
2023-12-01,1000.000000,2195.256555,0.455528,72000.000000,111.063899
2024-01-01,1000.000000,2547.691271,0.392512,73000.000000,111.456411
2024-02-01,1000.000000,2511.623407,0.398149,74000.000000,111.854560
2024-03-01,1000.000000,3572.100179,0.279947,75000.000000,112.134508
2024-04-01,1000.000000,4249.331698,0.235331,76000.000000,112.369839
2024-05-01,1000.000000,3515.984007,0.284415,77000.000000,112.654254
2024-06-01,1000.000000,3995.692367,0.250270,78000.000000,112.904524
2024-07-01,1000.000000,3661.836140,0.273087,79000.000000,113.177611
2024-08-01,1000.000000,3693.508099,0.270745,80000.000000,113.448356
2024-09-01,1000.000000,3251.349524,0.307565,81000.000000,113.755921
2024-10-01,1000.000000,3497.565029,0.285913,82000.000000,114.041834
2024-11-01,1000.000000,3731.574713,0.267983,83000.000000,114.309817
2024-12-01,1000.000000,5476.925514,0.182584,84000.000000,114.492401
2025-01-01,1000.000000,5202.278903,0.192223,85000.000000,114.684625
2025-02-01,1000.000000,5666.254249,0.176483,86000.000000,114.861108
2025-03-01,1000.000000,4447.857576,0.224827,87000.000000,115.085936
2025-04-01,1000.000000,4235.403554,0.236105,88000.000000,115.322041
2025-05-01,1000.000000,4707.892147,0.212409,89000.000000,115.534450
2025-06-01,1000.000000,5287.175164,0.189137,90000.000000,115.723587
2025-07-01,1000.000000,5351.549355,0.186862,91000.000000,115.910449
