date,investment,index_value,shares_bought,total_invested,total_shares
2021-02-01,1000.000000,1625.608794,0.615154,38000.000000,93.780032
2021-03-01,1000.000000,2238.745096,0.446679,39000.000000,94.226710
2021-04-01,1000.000000,2956.976993,0.338183,40000.000000,94.564894
2021-05-01,1000.000000,3467.985962,0.288352,41000.000000,94.853245
2021-06-01,1000.000000,2556.610770,0.391143,42000.000000,95.244388
2021-07-01,1000.000000,2227.723441,0.448889,43000.000000,95.693277
2021-08-01,1000.000000,2522.632388,0.396411,44000.000000,96.089688
2021-09-01,1000.000000,3232.429914,0.309365,45000.000000,96.399053
2021-10-01,1000.000000,2941.175233,0.340000,46000.000000,96.739053
2021-11-01,1000.000000,4080.700613,0.245056,47000.000000,96.984109
2021-12-01,1000.000000,4003.986852,0.249751,48000.000000,97.233860
2022-01-01,1000.000000,3292.448367,0.303725,49000.000000,97.537586
2022-02-01,1000.000000,2550.064654,0.392147,50000.000000,97.929733
2022-03-01,1000.000000,2817.216665,0.354960,51000.000000,98.284693
2022-04-01,1000.000000,3070.330259,0.325698,52000.000000,98.610391
2022-05-01,1000.000000,2488.913452,0.401782,53000.000000,99.012172
2022-06-01,1000.000000,1925.152475,0.519439,54000.000000,99.531612
2022-07-01,1000.000000,1175.847682,0.850450,55000.000000,100.382062
2022-08-01,1000.000000,1537.481828,0.650414,56000.000000,101.032476
2022-09-01,1000.000000,1358.102836,0.736321,57000.000000,101.768798
2022-10-01,1000.000000,1307.039209,0.765088,58000.000000,102.533886
2022-11-01,1000.000000,1432.396141,0.698131,59000.000000,103.232016
2022-12-01,1000.000000,1208.201543,0.827676,60000.000000,104.059693
2023-01-01,1000.000000,1107.066678,0.903288,61000.000000,104.962981
2023-02-01,1000.000000,1507.256265,0.663457,62000.000000,105.626438
2023-03-01,1000.000000,1516.303953,0.659498,63000.000000,106.285936
2023-04-01,1000.000000,1756.822353,0.569210,64000.000000,106.855146
2023-05-01,1000.000000,1797.598114,0.556298,65000.000000,107.411444
2023-06-01,1000.000000,1700.459840,0.588076,66000.000000,107.999520
2023-07-01,1000.000000,1798.628120,0.555979,67000.000000,108.555499
2023-08-01,1000.000000,1775.069250,0.563358,68000.000000,109.118858
2023-09-01,1000.000000,1560.771671,0.640709,69000.000000,109.759566
2023-10-01,1000.000000,1610.696709,0.620849,70000.000000,110.380416
2023-11-01,1000.000000,1958.436607,0.510611,71000.000000,110.891027
2023-12-01,1000.000000,2175.864170,0.459588,72000.000000,111.350615
2024-01-01,1000.000000,2511.316632,0.398197,73000.000000,111.748812
2024-02-01,1000.000000,2478.937236,0.403399,74000.000000,112.152211
2024-03-01,1000.000000,3529.660003,0.283313,75000.000000,112.435524
2024-04-01,1000.000000,4188.185414,0.238767,76000.000000,112.674291
2024-05-01,1000.000000,3479.700730,0.287381,77000.000000,112.961672
2024-06-01,1000.000000,3950.754808,0.253116,78000.000000,113.214788
2024-07-01,1000.000000,3632.845465,0.275266,79000.000000,113.490055
2024-08-01,1000.000000,3669.397821,0.272524,80000.000000,113.762579
2024-09-01,1000.000000,3230.227410,0.309576,81000.000000,114.072155
2024-10-01,1000.000000,3467.520648,0.288390,82000.000000,114.360545
2024-11-01,1000.000000,3709.453663,0.269581,83000.000000,114.630127
2024-12-01,1000.000000,5423.516094,0.184382,84000.000000,114.814509
2025-01-01,1000.000000,5158.745661,0.193846,85000.000000,115.008354
2025-02-01,1000.000000,5622.087185,0.177870,86000.000000,115.186224
2025-03-01,1000.000000,4419.759445,0.226257,87000.000000,115.412481
2025-04-01,1000.000000,4210.832905,0.237483,88000.000000,115.649964
2025-05-01,1000.000000,4682.730877,0.213551,89000.000000,115.863514
2025-06-01,1000.000000,5271.434775,0.189702,90000.000000,116.053216
2025-07-01,1000.000000,5344.881421,0.187095,91000.000000,116.240311
